-4.822490e+000  -5.040217e+001  4.020861e+000
-4.446012e+001  2.096467e+001  -1.149206e+001
5.000102e+001  7.807481e-001  9.134460e+000
-4.169908e+001  -2.231006e+001  1.631412e+001
4.425242e+000  -4.666664e+000  5.022374e+001
2.726058e+001  2.338604e+001  3.506772e+001
-1.998800e+001  -6.638056e+000  4.586818e+001
4.757040e+001  -1.571324e+000  1.587210e+001
4.187640e+001  1.083021e+001  2.464421e+001
1.585935e+001  1.468600e+001  4.409609e+001
-3.377252e+001  -3.660115e+001  3.766672e+000
3.218305e+000  -4.484079e+001  2.252914e+001
4.314060e+000  -2.829593e+000  -5.004402e+001
2.273310e+001  -3.376487e+001  2.855148e+001
5.453126e+000  4.356794e+000  4.895405e+001
6.473627e+000  4.940687e+001  3.539394e-001
-2.138691e+001  4.432754e+001  -9.408566e+000
3.433926e+001  -1.168791e+001  3.482704e+001
-2.538081e+000  -4.035180e+001  2.940645e+001
1.416785e+001  -3.562283e+001  -3.261538e+001
3.307119e+001  -2.815823e+001  -2.345108e+001
-4.586114e+001  2.049557e+000  2.106677e+001
-4.506056e+001  1.624832e+001  1.540648e+001
1.135568e+001  -8.953778e+000  -4.902086e+001
2.694642e+001  -3.228738e+001  2.570605e+001
2.397626e+001  4.349894e+001  8.875034e+000
-2.261322e+001  1.120520e+000  4.384600e+001
-4.664605e+001  1.300358e+001  1.479079e+001
-4.389160e+001  -1.832661e+001  1.900224e+001
-7.459890e+000  -1.262892e+001  -4.842610e+001
4.877461e+001  -1.088641e+001  -9.436041e-001
-4.572060e+001  -2.006000e+001  -9.225777e+000
-3.163734e+001  -2.273955e+001  3.127342e+001
-4.295419e+001  2.221346e+001  1.199868e+001
7.238982e-001  -5.390864e-001  5.049664e+001
-3.667465e+001  -1.173224e+001  3.175296e+001
-2.696182e+001  -4.271378e+001  -4.202611e+000
-1.254398e+001  -4.417073e+001  1.712193e+001
-3.791277e+000  1.023480e+001  4.789530e+001
-2.104881e+000  -2.757672e+000  4.914903e+001
1.593932e+001  -4.047240e+001  2.266677e+001
2.082794e+001  2.235719e+001  3.869671e+001
3.487016e+001  2.749711e+001  2.086706e+001
7.022449e+000  1.049432e+001  -4.806278e+001
1.693301e+001  -4.636226e+001  -1.005664e+001
4.895567e+001  -9.864451e+000  3.758181e-001
-1.047965e+001  -2.389419e+001  4.389176e+001
-3.377526e+000  -4.336406e+001  -2.322464e+001
-1.727796e+001  3.943855e+001  2.445212e+001
-2.078939e+001  4.421985e+001  3.807860e+000
1.970845e+001  -2.333272e+001  -4.017329e+001
-1.806350e+001  -1.248334e+001  -4.534063e+001
1.100464e+001  2.833156e+001  -3.906953e+001
-1.204288e+001  -3.505996e+001  -3.367099e+001
-5.762872e+000  3.568634e+001  3.441024e+001
3.277245e+001  -2.681582e+001  -2.731609e+001
4.349359e+000  -1.573848e+001  -4.658156e+001
-3.743160e+001  -1.333147e+001  -2.936227e+001
1.095149e+000  -2.895145e+001  4.119409e+001
2.081152e+001  -4.509924e+001  6.718620e+000
-1.663654e+001  4.085904e+001  2.328948e+001
-4.946474e+001  -9.365017e+000  4.165513e+000
-3.293833e+001  3.747076e+001  5.488567e+000
-3.469399e+001  -1.347161e+001  -3.368293e+001
-1.700924e+000  3.878389e+000  -5.018907e+001
9.342566e+000  -4.816571e+001  5.786603e+000
-7.621773e-001  2.429450e-001  5.054068e+001
-2.253897e+001  -1.074838e+000  -4.507567e+001
