-2.980259999999999909e+00 -1.828940000000000080e-02
-2.816600000000000215e+00 -7.441689999999999416e-02
-3.023089999999999833e+00 8.312210000000000432e-02
-2.898820000000000174e+00 1.567810000000000037e-01
-2.811420000000000030e+00 2.303620000000000112e-01
-2.755079999999999973e+00 2.258519999999999972e-01
-2.876710000000000100e+00 2.319990000000000108e-01
-2.694789999999999797e+00 2.376060000000000116e-01
-2.733690000000000175e+00 3.409559999999999813e-01
-2.662049999999999805e+00 3.604450000000000154e-01
-2.522159999999999958e+00 4.042299999999999782e-01
-2.567699999999999871e+00 4.193939999999999890e-01
-2.468739999999999934e+00 4.933710000000000040e-01
-2.511880000000000113e+00 4.620040000000000258e-01
-2.445840000000000014e+00 5.834000000000000297e-01
-2.446270000000000167e+00 6.154290000000000038e-01
-2.409359999999999946e+00 6.954500000000000126e-01
-2.273530000000000051e+00 5.741309999999999469e-01
-2.233639999999999848e+00 7.172530000000000294e-01
-2.191819999999999879e+00 7.318919999999999870e-01
-2.236580000000000013e+00 8.129469999999999752e-01
-2.090899999999999981e+00 8.607089999999999463e-01
-2.100890000000000146e+00 9.127119999999999678e-01
-1.988220000000000098e+00 1.018089999999999939e+00
-2.021640000000000104e+00 8.893400000000000194e-01
-2.037129999999999885e+00 1.071669999999999900e+00
-1.955869999999999997e+00 1.051870000000000083e+00
-1.830750000000000099e+00 1.068060000000000009e+00
-1.770680000000000032e+00 1.079860000000000042e+00
-1.767490000000000006e+00 1.203270000000000062e+00
-1.813690000000000024e+00 1.275050000000000017e+00
-1.695119999999999960e+00 1.233430000000000026e+00
-1.629119999999999902e+00 1.302519999999999900e+00
-1.592379999999999907e+00 1.334780000000000078e+00
-1.641880000000000006e+00 1.371709999999999985e+00
-1.606479999999999908e+00 1.496499999999999941e+00
-1.462229999999999919e+00 1.557039999999999980e+00
-1.454059999999999908e+00 1.475419999999999954e+00
-1.430279999999999996e+00 1.566030000000000033e+00
-1.427510000000000057e+00 1.537300000000000111e+00
-1.316759999999999931e+00 1.697820000000000107e+00
-1.317679999999999962e+00 1.701980000000000048e+00
-1.305660000000000043e+00 1.696379999999999999e+00
-1.263619999999999965e+00 1.781460000000000043e+00
-1.232339999999999991e+00 1.845579999999999998e+00
-1.150719999999999965e+00 1.802759999999999918e+00
-1.151729999999999920e+00 1.870409999999999906e+00
-1.020119999999999916e+00 1.927280000000000104e+00
-9.769069999999999698e-01 1.941729999999999956e+00
-1.010140000000000038e+00 2.098590000000000177e+00
-1.029660000000000020e+00 2.067060000000000120e+00
-9.022710000000000452e-01 1.930420000000000025e+00
-8.857209999999999805e-01 1.901950000000000029e+00
-9.283139999999999725e-01 1.865660000000000096e+00
-8.532399999999999984e-01 1.845450000000000035e+00
-8.110089999999999799e-01 1.719400000000000039e+00
-6.911549999999999638e-01 1.783369999999999900e+00
-6.523250000000000437e-01 1.676320000000000032e+00
-6.881209999999999827e-01 1.609599999999999920e+00
-5.969119999999999981e-01 1.718439999999999968e+00
-6.808410000000000295e-01 1.644959999999999978e+00
-5.126819999999999711e-01 1.592510000000000092e+00
-6.131199999999999983e-01 1.530480000000000063e+00
-4.774959999999999760e-01 1.526380000000000070e+00
-4.063300000000000245e-01 1.460760000000000058e+00
-4.023769999999999847e-01 1.370500000000000052e+00
-4.286570000000000102e-01 1.370859999999999967e+00
-2.528739999999999877e-01 1.255439999999999889e+00
-2.645460000000000034e-01 1.315900000000000070e+00
-1.166989999999999972e-01 1.277269999999999905e+00
-1.738480000000000025e-01 1.121720000000000050e+00
-1.536450000000000038e-01 1.134859999999999980e+00
-7.808750000000000413e-02 1.044980000000000020e+00
-6.090809999999999974e-02 1.027789999999999981e+00
-7.748779999999999557e-02 9.953980000000000050e-01
4.034360000000000029e-02 9.548670000000000213e-01
1.057710000000000039e-01 8.791459999999999830e-01
9.215230000000000643e-02 9.626510000000000344e-01
9.979359999999999620e-02 8.016750000000000265e-01
2.185280000000000000e-01 8.800620000000000109e-01
2.208549999999999958e-01 7.134489999999999998e-01
2.877640000000000198e-01 7.600569999999999826e-01
3.787409999999999943e-01 6.214509999999999756e-01
3.574490000000000167e-01 6.192130000000000134e-01
3.959679999999999866e-01 5.999330000000000496e-01
4.617600000000000038e-01 5.478220000000000312e-01
4.641520000000000090e-01 5.716820000000000235e-01
4.718769999999999909e-01 5.739370000000000305e-01
5.318389999999999507e-01 4.215099999999999958e-01
6.406950000000000145e-01 3.801749999999999852e-01
6.625469999999999970e-01 3.372249999999999970e-01
5.792260000000000186e-01 3.407609999999999806e-01
6.192320000000000046e-01 2.818419999999999814e-01
6.661920000000000064e-01 3.335600000000000231e-01
7.313129999999999908e-01 2.509460000000000024e-01
8.473850000000000549e-01 1.253029999999999977e-01
8.871809999999999974e-01 1.891130000000000033e-01
9.073959999999999804e-01 1.317750000000000032e-01
9.697519999999999474e-01 1.620870000000000088e-01
9.836150000000000171e-01 4.582270000000000093e-02
1.075239999999999974e+00 6.219639999999999891e-02
1.030890000000000084e+00 5.582390000000000269e-02
1.088659999999999961e+00 9.022130000000000427e-02
1.184649999999999981e+00 1.385480000000000045e-01
1.191000000000000059e+00 1.712500000000000133e-01
1.241540000000000088e+00 2.592169999999999752e-01
1.221500000000000030e+00 3.097699999999999898e-01
1.369609999999999994e+00 2.365919999999999968e-01
1.304650000000000087e+00 3.190470000000000250e-01
1.356630000000000003e+00 4.039579999999999838e-01
1.276899999999999924e+00 4.378909999999999747e-01
1.379850000000000021e+00 4.704929999999999946e-01
1.456490000000000062e+00 5.373980000000000423e-01
1.421480000000000077e+00 5.152689999999999770e-01
1.522899999999999920e+00 5.516240000000000032e-01
1.652339999999999920e+00 6.815870000000000539e-01
1.596260000000000012e+00 7.189389999999999947e-01
1.752729999999999899e+00 7.635469999999999757e-01
1.674290000000000056e+00 6.857240000000000002e-01
1.793840000000000101e+00 7.058229999999999782e-01
1.727000000000000091e+00 8.700609999999999733e-01
1.893839999999999968e+00 8.304679999999999840e-01
1.952020000000000088e+00 8.502910000000000190e-01
2.031919999999999948e+00 9.189370000000000038e-01
2.043130000000000113e+00 9.943170000000000064e-01
2.033199999999999896e+00 1.037139999999999951e+00
2.020150000000000112e+00 1.108800000000000008e+00
2.063680000000000181e+00 1.105830000000000091e+00
2.215009999999999923e+00 1.055080000000000018e+00
2.196730000000000071e+00 1.200050000000000061e+00
2.308910000000000018e+00 1.168239999999999945e+00
2.280609999999999804e+00 1.290519999999999889e+00
2.267949999999999910e+00 1.320440000000000058e+00
2.344539999999999846e+00 1.298589999999999911e+00
2.489539999999999864e+00 1.344300000000000050e+00
2.460490000000000066e+00 1.373799999999999910e+00
2.461059999999999803e+00 1.491759999999999975e+00
2.517349999999999977e+00 1.564950000000000063e+00
