-6.327400e-002	2.773400e-002	2.268300e-002
-7.310000e-004	4.821100e-002	6.919800e-002
-6.076700e-002	-9.080000e-003	5.308500e-002
1.325200e-002	-1.187600e-002	5.532400e-002
-5.450800e-002	-3.813000e-003	1.738000e-003
2.418000e-002	6.827500e-002	3.346200e-002
-2.930800e-002	5.984900e-002	-6.326000e-002
-1.645300e-002	1.388100e-002	-1.323600e-002
-4.236100e-002	-5.994200e-002	-2.648700e-002
-1.631000e-002	-3.661200e-002	4.792800e-002
3.536000e-002	-4.495000e-002	4.147400e-002
-2.870000e-004	-4.949600e-002	-6.343000e-002
-6.593100e-002	-5.381000e-003	-6.489900e-002
9.049000e-003	2.797600e-002	1.198000e-002
-5.335000e-003	6.259200e-002	-5.750700e-002
-4.175000e-003	6.464600e-002	4.085600e-002
9.102400e-002	-3.144600e-002	-1.477400e-002
-7.706800e-002	-3.532400e-002	-3.906000e-002
5.515000e-002	-7.045000e-003	7.849500e-002
-3.377900e-002	4.906600e-002	2.695800e-002
4.495400e-002	-3.371600e-002	1.189400e-002
8.785000e-003	1.689500e-002	-9.079000e-002
-6.165500e-002	-2.308500e-002	7.996000e-003
-5.127400e-002	5.463400e-002	3.225700e-002
4.421000e-002	-6.221700e-002	-1.873300e-002
-3.343000e-003	6.958600e-002	6.945200e-002
-6.448700e-002	1.221700e-002	4.087300e-002
4.216800e-002	-9.972000e-003	4.796200e-002
-6.149500e-002	5.983500e-002	2.584300e-002
7.179500e-002	-1.526000e-002	-2.334600e-002
5.873300e-002	-2.913500e-002	-1.172100e-002
7.817800e-002	-1.478600e-002	-3.200000e-004
2.418463e+000	4.901270e-001	3.358100e-002
2.805184e+000	7.697460e-001	-5.574350e-001
2.983722e+000	-9.831180e-001	-1.652160e-001
3.055291e+000	-4.777960e-001	3.705240e-001
3.015527e+000	-6.660390e-001	1.261690e-001
2.449981e+000	1.756660e-001	-5.318920e-001
3.199806e+000	2.010510e-001	5.867600e-001
3.266405e+000	1.251800e-002	-7.618920e-001
3.747710e+000	-4.169600e-001	1.488840e-001
3.411849e+000	5.166650e-001	-7.026650e-001
3.733854e+000	1.847580e-001	4.824160e-001
3.592140e+000	-3.714110e-001	-6.732350e-001
3.593510e+000	1.258840e-001	2.773460e-001
2.387269e+000	7.845150e-001	-1.103300e-002
3.423791e+000	-3.929600e-002	6.665400e-002
2.425059e+000	-2.068220e-001	-2.639650e-001
2.407337e+000	-1.513400e-002	9.709300e-002
2.923991e+000	-2.623880e-001	-6.729820e-001
3.188203e+000	-4.763770e-001	5.142700e-002
2.377023e+000	4.980330e-001	-3.822250e-001
2.610067e+000	7.873750e-001	4.604100e-002
2.918826e+000	-8.296000e-001	-1.982490e-001
2.932853e+000	7.197280e-001	-3.477040e-001
3.471940e+000	3.226670e-001	2.530200e-001
3.266172e+000	2.077630e-001	7.844600e-002
2.916963e+000	-6.362810e-001	-4.596550e-001
3.020822e+000	-4.917390e-001	3.823380e-001
2.844004e+000	-7.875300e-002	-6.605880e-001
2.826876e+000	-2.414590e-001	-1.438060e-001
2.771511e+000	3.627510e-001	-6.699450e-001
-2.697120e+000	3.428370e-001	2.968550e-001
-2.575830e+000	-7.524080e-001	-2.258280e-001
-3.308062e+000	9.194030e-001	-9.169800e-002
-3.970394e+000	-1.796800e-002	9.719400e-002
-3.332026e+000	-2.213300e-001	-4.108730e-001
-2.679173e+000	5.211630e-001	3.306800e-002
-2.186732e+000	-5.369530e-001	-8.933000e-002
-3.013009e+000	-8.240100e-002	-7.503460e-001
-3.464085e+000	4.587970e-001	-7.456810e-001
-2.632916e+000	6.839010e-001	-1.532580e-001
-3.315788e+000	1.790300e-002	7.030270e-001
-2.833584e+000	-6.845690e-001	2.985110e-001
-2.722148e+000	-5.023440e-001	2.450030e-001
-2.608905e+000	4.431790e-001	4.475410e-001
-2.853364e+000	-7.889340e-001	-2.768680e-001
-2.809655e+000	-9.246200e-002	7.195250e-001
-3.538035e+000	7.771370e-001	9.122600e-002
-2.457811e+000	-6.015380e-001	5.487910e-001
-2.762541e+000	-5.409110e-001	2.511930e-001
-2.929594e+000	-1.623380e-001	4.279590e-001
-3.054864e+000	-2.207490e-001	8.588530e-001
-3.632051e+000	-4.536900e-002	4.971120e-001
-3.595796e+000	-2.503100e-001	-2.606900e-001
-2.285053e+000	1.115470e-001	6.528470e-001
-2.664311e+000	-3.571900e-002	3.577680e-001
-3.163578e+000	2.868050e-001	-8.432010e-001
-2.599157e+000	4.384960e-001	9.401300e-002
-3.381994e+000	3.082280e-001	-6.897060e-001
-3.961031e+000	-1.110440e-001	2.282100e-002
-2.827045e+000	-7.413900e-002	5.413600e-001
4.981350e-001	2.895371e+000	7.868430e-001
2.184360e-001	3.067538e+000	3.023600e-002
1.354510e-001	2.129250e+000	3.202460e-001
4.201180e-001	3.055572e+000	2.306170e-001
6.598650e-001	3.446317e+000	-1.014550e-001
6.194870e-001	3.285343e+000	2.782740e-001
-2.942080e-001	3.296888e+000	-1.743570e-001
-3.622170e-001	2.657112e+000	1.996000e-002
-5.619190e-001	3.334167e+000	6.853600e-002
1.868430e-001	3.706688e+000	-2.590040e-001
4.500860e-001	2.844335e+000	7.390500e-002
-4.754900e-002	3.634562e+000	6.130450e-001
4.324490e-001	3.774495e+000	9.625600e-002
4.445040e-001	3.491508e+000	-7.458430e-001
-1.164090e-001	2.618886e+000	5.763780e-001
-6.015820e-001	3.548497e+000	1.017660e-001
2.684490e-001	3.662073e+000	-1.037390e-001
-7.967000e-003	2.918130e+000	3.904220e-001
-8.118760e-001	2.976918e+000	-4.047100e-001
-3.684000e-003	2.460306e+000	3.234490e-001
2.722100e-001	2.287469e+000	-2.431280e-001
-3.839000e-003	3.107724e+000	-8.767190e-001
1.753570e-001	3.715249e+000	3.448420e-001
-3.501780e-001	2.515348e+000	6.950520e-001
1.666500e-002	2.986915e+000	-2.653490e-001
3.941780e-001	2.772903e+000	5.830350e-001
7.159850e-001	3.467443e+000	-1.711370e-001
2.899400e-001	2.606960e+000	7.673790e-001
8.544540e-001	2.895231e+000	-3.358770e-001
3.084240e-001	3.293211e+000	-3.837730e-001
-1.541510e-001	-2.382802e+000	-5.528760e-001
4.237600e-002	-3.013402e+000	2.631800e-001
7.640600e-001	-2.974825e+000	3.049090e-001
2.734310e-001	-3.549045e+000	6.024330e-001
1.090720e-001	-2.872739e+000	-9.722760e-001
-6.090270e-001	-2.316553e+000	5.604000e-002
5.637140e-001	-2.668933e+000	2.722220e-001
5.311200e-002	-3.694830e+000	-4.462540e-001
3.742460e-001	-3.881493e+000	-1.786690e-001
