1.295428e+000	5.082900e-002	-3.852170e-001
1.409178e+000	-3.519100e-002	-2.519800e-001
1.096803e+000	2.463650e-001	-4.150110e-001
1.463328e+000	2.653540e-001	-5.134880e-001
1.603284e+000	8.057700e-002	-4.702570e-001
1.001833e+000	-8.326600e-002	-6.813990e-001
1.517445e+000	2.867020e-001	-5.478910e-001
1.617901e+000	-1.585040e-001	-3.011260e-001
1.083162e+000	-3.711030e-001	-3.586680e-001
1.669991e+000	8.660000e-002	-2.805950e-001
1.457644e+000	-4.012680e-001	-4.074970e-001
9.143290e-001	2.421930e-001	-3.109150e-001
1.643737e+000	1.536960e-001	-2.418760e-001
1.595419e+000	-3.104470e-001	-3.686620e-001
1.153698e+000	-2.542700e-001	-8.768700e-001
1.524989e+000	1.629230e-001	-8.772250e-001
1.247658e+000	-3.330620e-001	-3.748700e-002
8.260740e-001	-3.154300e-001	-3.894050e-001
8.772680e-001	3.549880e-001	-6.182690e-001
8.093430e-001	3.134440e-001	-2.966420e-001
1.546564e+000	5.543300e-002	5.704900e-002
1.555207e+000	4.836800e-001	-6.591550e-001
1.570894e+000	-4.697750e-001	-2.189260e-001
9.618000e-001	3.450340e-001	-8.380260e-001
9.485670e-001	-3.274070e-001	-2.096100e-002
1.527893e+000	-8.201500e-002	-1.018224e+000
7.884160e-001	-3.769020e-001	-2.975990e-001
9.029800e-001	-1.803610e-001	4.515300e-002
1.834789e+000	-1.316000e-001	-7.251460e-001
1.369116e+000	-1.940000e-002	-1.095284e+000
1.248246e+000	-6.324170e-001	-6.259150e-001
1.554125e+000	-2.265000e-003	1.757370e-001
1.757288e+000	-4.613430e-001	-2.995400e-001
1.868755e+000	-2.415300e-002	-7.903650e-001
1.302702e+000	6.899710e-001	-4.245330e-001
1.924263e+000	-7.553400e-002	-6.834710e-001
1.269947e+000	-4.957850e-001	-9.611580e-001
1.094222e+000	-6.234190e-001	-7.592550e-001
1.990546e+000	-3.801600e-002	-4.425570e-001
1.755073e+000	1.697290e-001	5.750600e-002
1.633957e+000	3.233770e-001	9.010300e-002
6.931210e-001	-3.794510e-001	-6.836440e-001
5.324970e-001	-9.301100e-002	-5.209720e-001
1.214785e+000	7.414920e-001	-5.238340e-001
1.495177e+000	5.608670e-001	-2.043000e-003
1.049537e+000	-2.545200e-002	-1.177026e+000
9.941370e-001	7.863300e-002	-1.154290e+000
1.258023e+000	5.672550e-001	8.193100e-002
